frame,time_s,protocol,info,wpan_cmd,wpan_src64,wpan_dst64,wpan_src16,wpan_dst16,wpan_association_short,nwk_src,nwk_dst,nwk_src64,nwk_dst64,nwk_security,security_key_id,security_src64,decryption_key_label,aps_type,aps_src_ep,aps_dst_ep,aps_cluster,aps_profile,aps_cmd_id,aps_cmd_key_type,aps_cmd_device,zcl_mfg_code,zcl_tsn,zcl_cmd_id,zcl_rsp_to_cmd,zcl_attr_id,zcl_attr_status,zcl_attr_type,zcl_attr_uint8,zcl_attr_uint16,zcl_attr_uint24,zcl_attr_uint32,zcl_attr_bitmap8,zcl_attr_bitmap16,zcl_attr_bitmap32,zcl_attr_str,zcl_attr_ostr,zcl_attr_bytes
1303,49.803019000,,,,,,0x30ae,0xadeb,,0x0001,0xadeb,,,True,0x01,00:17:88:01:0d:93:d2:1c,,0x00,64,11,0x0005,0x0104,,,,,255,,,,,,,,,,,,,,,
1304,49.803561000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,49.807437000,,,,00:17:88:01:0b:89:54:2f,,0xadeb,0x30ae,,0xadeb,0x0001,,,True,0x01,00:17:88:01:0b:89:54:2f,,0x00,11,64,0x0005,0x0104,,,,,255,,,,,,,,,,,,,,,
1306,49.807979000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,49.812810000,,,,,,0x30ae,0x0001,,0xadeb,0x0001,,,True,0x01,00:17:88:01:0d:93:d2:1c,,0x00,11,64,0x0005,0x0104,,,,,255,,,,,,,,,,,,,,,
1308,49.813353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,49.832281000,,,,,,0x0c67,0x0001,,0xb733,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1310,49.832824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,49.851685000,,,0x04,,,0x2511,0x09de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,49.852226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,49.855726000,,,,,,0x0001,0x3291,,0x0001,0xb733,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1314,49.856267000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,49.862031000,,,,,,0x3291,0x14c5,,0x0001,0xb733,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1316,49.862574000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,49.869344000,,,,,,0x14c5,0xb733,,0x0001,0xb733,,,True,0x01,00:17:88:01:0b:b9:9a:55,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1318,49.869886000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,49.925162000,,,,,,0xb733,0x0c67,,0xb733,0x0001,,,True,0x01,00:17:88:01:0b:e5:1c:99,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1320,49.925703000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,49.932892000,,,,,,0x0c67,0x0001,,0xb733,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1322,49.933435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,49.955132000,,,,,,0x0001,0x3291,,0x0001,0xb733,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1324,49.955674000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,49.962279000,,,,,,0x3291,0x14c5,,0x0001,0xb733,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1326,49.962820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,49.969018000,,,,,,0x14c5,0xb733,,0x0001,0xb733,,,True,0x01,00:17:88:01:0b:b9:9a:55,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1328,49.969560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,50.023163000,,,,,,0xb733,0x0c67,,0xb733,0x0001,,,True,0x01,00:17:88:01:0b:e5:1c:99,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1330,50.023705000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,50.031859000,,,,,,0x0c67,0x0001,,0xb733,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1332,50.032401000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,50.051429000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1334,50.051972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,50.058445000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1336,50.058986000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,50.114247000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1338,50.114788000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,50.122721000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1340,50.123264000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,50.145086000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1342,50.145627000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,50.150257000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1344,50.150798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,50.206405000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1346,50.206946000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,50.215580000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1348,50.216123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,50.237745000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1350,50.238286000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,50.242950000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1352,50.243491000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,50.299011000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1354,50.299552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,50.308991000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1356,50.309535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,50.332435000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1358,50.332976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,50.338504000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1360,50.339046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,50.358145000,,,0x04,,,0xdc30,0x09de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,50.358686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,50.363449000,,,,,,0x09de,0xdc30,,0x0001,0xdc30,,,True,0x01,00:17:88:01:0c:b9:2f:63,,0x00,65,2,0x0402,0x0104,,,,,185,0x0b,0x0a,,0x00,,,,,,,,,,,
1364,50.363993000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,50.396015000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1366,50.396557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,50.404031000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1368,50.404574000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,50.427118000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1370,50.427660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,50.433159000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1372,50.433700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,50.468254000,,,0x04,,,0xda27,0x9a1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,50.468797000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,50.490634000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1376,50.491175000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,50.499494000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1378,50.500037000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,50.521907000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1380,50.527392000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1381,50.527933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,50.552067000,,,,,,0x0003,0xffff,,0x0003,0xfffc,00:17:88:01:0b:b1:f1:14,,True,0x01,00:17:88:01:0b:b1:f1:14,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,50.583759000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1384,50.584301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,50.592093000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1386,50.592636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,50.618584000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1388,50.625876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,50.663668000,,,0x04,,,0x31cb,0x975c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,50.664209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,50.682115000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1392,50.682656000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,50.690819000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1394,50.691362000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,50.713405000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1396,50.718879000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1397,50.719420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,50.735781000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,50.775456000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1400,50.775997000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,50.784645000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1402,50.785188000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,50.806602000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1404,50.807143000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,50.812280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,50.867912000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1407,50.868453000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,50.876485000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1409,50.877028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,50.889496000,,,,,,0x6530,0xffff,,0x6530,0xfffc,00:17:88:01:08:37:cb:fc,,True,0x01,00:17:88:01:08:37:cb:fc,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,50.916111000,,,,,,0x0001,0x3291,,0x0001,0xfbb6,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,64,11,0x0300,0x0104,,,,,0,0x00,,,,,,,,,,,,,,
1412,50.916653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,50.922672000,,,,,,0x3291,0xfbb6,,0x0001,0xfbb6,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,64,11,0x0300,0x0104,,,,,0,0x00,,,,,,,,,,,,,,
1414,50.923213000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,50.945209000,,,,,,0x0001,0x3291,,0x0001,0xfbb6,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,64,11,0xfc03,0x0104,,,,0x100b,1,0x00,,0x0002,,,,,,,,,,,,
1416,50.945751000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,50.952297000,,,,,,0xd938,0xffff,,0xd938,0xfffc,00:17:88:01:0b:e5:d3:80,,True,0x01,00:17:88:01:0b:e5:d3:80,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,50.956866000,,,,,,0x3291,0xfbb6,,0x0001,0xfbb6,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,64,11,0xfc03,0x0104,,,,0x100b,1,0x00,,0x0002,,,,,,,,,,,,
1419,50.957407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,50.979124000,,,,,,0xfbb6,0x3291,,0xfbb6,0x0001,,,True,0x01,00:17:88:01:0d:40:71:11,,0x00,11,64,0x0300,0x0104,,,,,0,0x01,,,"0x00,0x00,0x00,0x00","0x21,0x20,0x30,0x20",,,,,,,,,,
1421,50.984797000,,,,,,0xfbb6,0x3291,,0xfbb6,0x0001,,,True,0x01,00:17:88:01:0d:40:71:11,,0x00,11,64,0x0300,0x0104,,,,,0,0x01,,,"0x00,0x00,0x00,0x00","0x21,0x20,0x30,0x20",,,,,,,,,,
1422,50.985338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,50.987904000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1424,50.988445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,50.992488000,,,,,,0x3291,0x0001,,0xfbb6,0x0001,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,11,64,0x0300,0x0104,,,,,0,0x01,,,"0x00,0x00,0x00,0x00","0x21,0x20,0x30,0x20",,,,,,,,,,
1426,50.993031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,50.995541000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1428,50.996082000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,51.009607000,,,,,,0xb733,0xffff,,0xb733,0xfffc,00:17:88:01:0b:e5:1c:99,,True,0x01,00:17:88:01:0b:e5:1c:99,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,51.012609000,,,,,,0xfbb6,0x3291,,0xfbb6,0x0001,,,True,0x01,00:17:88:01:0d:40:71:11,,0x00,11,64,0xfc03,0x0104,,,,0x100b,1,0x01,,0x0002,0x00,0x41,,,,,,,,,0b:00:00:4a:a9:8f:7a:67,
1431,51.013150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,51.019784000,,,,,,0x3291,0x0001,,0xfbb6,0x0001,,,True,0x01,00:17:88:01:0d:93:d3:f6,,0x00,11,64,0xfc03,0x0104,,,,0x100b,1,0x01,,0x0002,0x00,0x41,,,,,,,,,0b:00:00:4a:a9:8f:7a:67,
1433,51.020327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,51.026293000,,,,,,0x51db,0xffff,,0x51db,0xfffc,00:17:88:01:0e:10:a0:16,,True,0x01,00:17:88:01:0e:10:a0:16,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,51.047676000,,,,,,0xfbb6,0xffff,,0xfbb6,0xfffc,00:17:88:01:0d:40:71:11,,True,0x01,00:17:88:01:0d:40:71:11,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,51.051963000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1437,51.052504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,51.061355000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1439,51.061898000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,51.085522000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1441,51.086063000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,51.092203000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1443,51.092744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,51.149953000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1445,51.150494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,51.163446000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1447,51.169361000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1448,51.169904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,51.192690000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1450,51.193231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,51.200055000,,,,,,0x9e24,0xd938,,0x0001,0xd938,,,True,0x01,00:17:88:01:0d:92:f4:d6,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1452,51.200598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,51.255752000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1454,51.256293000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,51.265259000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1456,51.271710000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1457,51.272253000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,51.287385000,,,,,,0x4d3c,0xffff,,0x4d3c,0xfffc,00:17:88:01:08:ac:21:9b,,True,0x01,00:17:88:01:08:ac:21:9b,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,51.292302000,,,,,,0x0001,0x9e24,,0x0001,0xd938,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1460,51.299570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,51.353425000,,,,,,0xd938,0x0c67,,0xd938,0x0001,,,True,0x01,00:17:88:01:0b:e5:d3:80,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1462,51.353966000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,51.361737000,,,,,,0x0c67,0x0001,,0xd938,0x0001,,,True,0x01,00:17:88:01:0e:10:a0:98,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1464,51.362280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,51.384469000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1466,51.439989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,51.462483000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1468,51.472164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,51.494381000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1470,51.526897000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1471,51.535338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,51.558667000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1473,51.568555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,51.592350000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1475,51.600633000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,51.623633000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1477,51.631898000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,51.655290000,,,,,,0x0001,0x7a39,,0x0001,0x7a39,,,True,0x01,00:17:88:01:05:4f:59:f4,,0x00,0,0,,0x0000,,,,,,,,,,,,,,,,,,,,
1479,51.664304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
