index,ts_us,length,channel,rssi,lqi,frame_type,seq,security,ack_request,pan_compression,dest_pan,dest_addr,src_pan,src_addr,payload_len,markers,parse_note
5382,107394468,45,25,-102,5,data,112,False,True,True,0xfb2f,0x9e24,0xfb2f,0x0001,36,signify_oui_reversed,
5383,107401161,3,25,-97,8,ack,207,False,False,False,,,,,0,,
5384,107458588,92,25,-95,9,data,221,False,True,True,0xfb2f,0x9e24,0xfb2f,0x14c5,83,signify_oui_reversed,
5385,107473328,3,25,-105,5,ack,208,False,False,False,,,,,0,,
5386,107496599,3,25,-99,8,ack,113,False,False,False,,,,,0,,
5387,107502576,45,25,-102,7,data,183,False,True,True,0xfb2f,0xdc60,0xfb2f,0x37ca,36,signify_oui_reversed,
5388,107503117,3,25,-81,8,ack,183,False,False,False,,,,,0,,
5389,107562549,114,25,-81,9,data,175,False,True,True,0xfb2f,0x7a39,0xfb2f,0xdc60,105,signify_oui_reversed,
5390,107569659,3,25,-104,4,ack,35,False,False,False,,,,,0,,
5391,107593157,45,25,-102,4,data,114,False,True,True,0xfb2f,0x37ca,0xfb2f,0x0001,36,signify_oui_reversed,
5392,107593699,3,25,-105,7,ack,114,False,False,False,,,,,0,,
5393,107599273,45,25,-101,5,data,184,False,True,True,0xfb2f,0xdc60,0xfb2f,0x37ca,36,signify_oui_reversed,
5394,107599814,3,25,-82,9,ack,184,False,False,False,,,,,0,,
